ticker,beta,cumulative_return,annual_rate_return,annualyzed_volatility
CSAN3.SA,1.0351644668496103,1.21829279965407,0.831051660822411,0.3132262191808065
DMMO3.SA,0.5730594898126851,-0.7812499920172357,-0.8308661930632023,1.0253070811473488
ENAT3.SA,0.8644649514779973,0.6518374924231787,0.6001889770090805,0.46729242741283
RPMG3.SA,1.0919700836592523,0.7419355682230113,1.2132211742617665,1.287431305899757
PETR3.SA,1.1735219120890288,0.29442645156663083,0.2967731750549044,0.2955162855394985
BRDT3.SA,0.7558656341007112,0.21422559358398985,0.23929704907223145,0.3131952314328192
PRIO3.SA,0.6124424151160197,2.710420319722554,1.3869442949375443,0.46017787599888843
UGPA3.SA,1.0345398921733024,0.014141429554331175,0.07776573936364929,0.3583196828330909
LUPA3.SA,0.6237299088509325,0.4455389886277885,0.5569861360879176,0.6420951167822634
OSXB3.SA,0.197017275305143,-0.15696205480838743,0.26295391790059613,0.9725089774950769
BRAP3.SA,0.9294350397931643,0.29643116027091576,0.32057351148850993,0.35765679338468054
MMXM3.SA,0.193414041122528,0.13364053071754123,0.3101140431941055,0.6542658299610348
VALE3.SA,1.0466740008648343,0.07998400588383214,0.1574974994096238,0.3919211862625397
FESA3.SA,0.16034879247898237,0.18342010611336024,0.30439318264960935,0.5289640700975083
GGBR3.SA,0.7012484716973469,0.4631927469637833,0.4177081712224568,0.29890158580202475
GOAU3.SA,0.8938345514347317,0.20647770100906815,0.22111921018228034,0.273202805066015
CSNA3.SA,1.126835458426107,0.5351351145151491,0.5247450332418406,0.4588374630955999
USIM3.SA,0.7038072073916384,-0.18181816722261612,-0.16175891793011718,0.26521631352384983
MGEL3.SA,0.0,0.0,0.0,0.0
PATI3.SA,0.11957067535220116,0.6013985533627793,0.5340677472939804,0.38151894999398056
TKNO3.SA,0.0,0.0,0.0,0.0
PMAM3.SA,0.5999844040485974,0.16396459352248938,0.31113507832371834,0.5967436772153132
BRKM3.SA,0.5270360087606701,-0.24946369626499165,-0.2192996433515007,0.3521530727944646
GPCP3.SA,0.18229747168045063,3.074468014276956,1.6331133721931756,0.7257439033979372
FHER3.SA,0.2354541838351138,-0.17826085874849495,0.35416383018137826,1.1026431493125037
NUTR3.SA,-0.2766172895287009,1.533333333333334,1.208885586099271,0.8860754149698475
CRPG3.SA,0.1317342244363645,0.04664179237256971,0.14298108088908223,0.44079374595064
UNIP3.SA,0.493826500679307,0.12271136889281076,0.15838449760164044,0.29970209368305134
DTEX3.SA,0.8206050516803883,0.5663082241250905,0.48462642218931673,0.29922693815361007
EUCA3.SA,0.9614821258923872,4.263157894736844,3.160261813520207,2.116627890380642
RANI3.SA,0.22312245416873666,0.4527027484184656,0.6623020955942098,0.8050345210584385
KLBN3.SA,0.7674707251150364,-0.08547000709448271,-0.008384654685582374,0.39976851381110357
MSPA3.SA,0.07848192553049949,0.04166666666666674,0.07086701028156805,0.2479538249916979
SUZB3.SA,0.3778123927606404,0.16969374464091413,0.23170986206567898,0.39643040254219547
MTIG3.SA,0.0,0.0,0.0,0.0
SNSY3.SA,0.0,0.0,0.0,0.0
ETER3.SA,0.48560410196723613,0.7938928132789396,0.9533552090382027,0.9730161381374214
HAGA3.SA,-0.23207512386549314,0.49999988682662755,0.8772750923353902,1.0866548396060152
PTBL3.SA,0.8927768556786682,0.11650483369355413,0.17848439909927677,0.3785573386593101
AZEV3.SA,0.2629702518732592,-0.8199999915228954,-0.47701970869086485,1.600744631937421
TCNO3.SA,-0.1910613962082591,0.4683543482454853,1.5876245445852448,1.831606341957905
MILS3.SA,0.6724976807586465,1.7049178651271366,1.093486891066666,0.4871088012866996
EMBR3.SA,0.6412890929238315,-0.022596121663172153,0.009101803651049983,0.25134617829391914
FRAS3.SA,0.529359148601792,0.38166310021622385,0.3578491893630076,0.2901527669768947
POMO3.SA,0.5970024325383678,0.35922327699941814,0.35330925330455065,0.32518180234712263
RAPT3.SA,0.5120277908695009,0.8399999999999987,0.6514495267178186,0.32633429599203306
RCSL3.SA,0.41384556635546577,-0.19202897580474798,-0.06266882280120863,0.5485086931226355
TUPY3.SA,0.4544969816579081,0.23258050345023085,0.25055583073374355,0.303555475472425
MWET3.SA,-0.13538128845837846,-0.0028490001397226683,0.0158581648337463,0.19851996580036924
SHUL3.SA,0.0,0.0,0.0,0.0
WEGE3.SA,0.8119794794374976,0.9777777158106351,0.7025985077427102,0.2575569336562628
EALT3.SA,0.39308273504569197,2.197044267283909,2.6992857469179556,2.3018074071781793
BDLL3.SA,0.04445909221559454,-0.5292156817866307,-0.5985918473249457,0.45327116474087537
ROMI3.SA,0.661688205957047,1.0352992665015206,0.7877270503084517,0.4270360844717036
INEP3.SA,0.5093114513171696,0.6179001223936762,0.8673331657873599,0.9210136486067515
KEPL3.SA,0.33749446677215295,0.9815058995841435,0.7178836114961197,0.3102015629220665
FRIO3.SA,-0.014962705557388595,0.016666666666666385,0.0563646959822576,0.28434038629459124
NORD3.SA,1.3150863246927393,2.430656783143422,3.293163160478274,2.1938616059406075
MTSA3.SA,-0.21205563941053632,0.30941177816951937,0.6875261624665282,0.9868042551614779
TASA3.SA,1.2538488981995297,0.16993457669743606,0.717902943065256,1.0550976449636618
RLOG3.SA,0.6098503212001576,0.734930563442447,0.5727204522857126,0.25364499517123673
VSPT3.SA,0.0,0.0,0.0,0.0
RAIL3.SA,0.7612630648632318,0.5421686622397015,0.45955152707942154,0.26301884499804734
LOGN3.SA,0.6277962609932358,1.9974424577381837,1.215744681812353,0.5284911900453717
LUXM3.SA,0.0,0.0,0.0,0.0
JSLG3.SA,1.0409590200142815,3.653125037951397,1.5927976761378695,0.40467118224574516
TGMA3.SA,0.7772220343400551,0.49943065463171865,0.4420252309577206,0.2971531589676377
CCRO3.SA,0.9506263853617645,0.5767599841167512,0.5042836950364259,0.33956827338147955
ECOR3.SA,0.9059592823373582,0.7531915118112606,0.6044520071850129,0.32661817193223597
TPIS3.SA,0.739296724195467,-0.012048181523292678,0.116329152718203,0.5198995236642308
STBP3.SA,0.6497269454278162,1.0272276380484895,0.7532616870050747,0.3471677549987022
ATMP3.SA,0.9248275159245869,-0.6438026159647063,-0.7038848387892428,0.7783246853921009
CARD3.SA,0.6777548060828118,1.254335290386936,0.863646675293173,0.3678139569007398
DTCY3.SA,-0.1375660430447214,1.103846150319252,1.1836407132084126,1.0286001398416305
VLID3.SA,0.8238244202774195,-0.07123141204037264,0.010815228768545716,0.40952718139833233
BTTL3.SA,0.7527473272710241,0.8436577600568174,0.8628198398065497,0.7658226024490132
MMAQ3.SA,0.0,0.0,0.0,0.0
WLMM3.SA,-0.19609834476881954,2.2299999237060515,1.3721813402209815,0.6926968668430648
AGRO3.SA,0.26443169070680306,0.2000000476837147,0.19824496249949583,0.19738152032492923
FRTA3.SA,0.31702484153025173,0.7895870273801451,0.7500202487340832,0.6083912299355124
SLCE3.SA,0.5882107946439988,0.1694954940716078,0.22509024903297772,0.3795496114559864
TESA3.SA,0.3343017816237498,0.9279205506311803,0.7174895871114222,0.3863286974865333
BSEV3.SA,0.06735003611679537,0.3535031394942276,0.43120313352305273,0.5438930348033199
SMTO3.SA,0.4447570016365732,0.3152289595230764,0.29868945536440855,0.244878094125543
BRFS3.SA,0.5016161421093243,0.6048350910564022,0.5318627803712513,0.36984209830475034
BAUH3.SA,0.0,0.0,0.0,0.0
JBSS3.SA,0.7262633975012635,1.4237434493772114,0.966862567677399,0.4435729689390908
MRFG3.SA,0.6329707818140528,0.988805892141398,0.7594504785421793,0.4139952993185529
BEEF3.SA,0.6621226693293476,1.742455910831394,1.0616906016331356,0.3770182948419043
MNPR3.SA,-0.16959578718285184,1.555555555555559,1.3144772428383253,0.9377878602606743
CAML3.SA,0.4950995538590711,0.23717060042990745,0.24665654234907133,0.2762792951945978
JOPA3.SA,-0.10184182276053763,0.17391304347826098,0.18953256857157064,0.250569086637129
MDIA3.SA,0.6889544201953199,-0.0689000122443717,-0.028328922153006895,0.28837759157414755
ABEV3.SA,0.6416315196997018,0.23181816774388486,0.2393490357373264,0.26463341159913245
CRFB3.SA,0.7859976786090408,0.30707756964598665,0.29862929419121154,0.26884925848221664
PCAR3.SA,0.016132890805676255,0.023408984987207893,0.06450600398713285,0.2902437976771646
CALI3.SA,0.0,0.0,0.0,0.0
CRDE3.SA,-0.26094265664884825,1.0438737116850239,0.8690809408178319,0.6181711346443419
CYRE3.SA,1.0980984746576623,1.1116310208579931,0.7953053805165178,0.3514609467174319
DIRR3.SA,0.7436419935734981,1.050331013399572,0.7655235345512654,0.349621873484835
EVEN3.SA,1.0006772232719257,1.7612690396547048,1.0654537536158766,0.36971286203362896
EZTC3.SA,0.8623886149443316,1.7289885040657986,1.0439107652401525,0.34036580568827884
GFSA3.SA,0.6795662375831076,-0.37410918691866535,-0.2938487414437812,0.5830907473250805
HBOR3.SA,1.2484061919274105,1.8395060391128912,1.1806576656445227,0.5644993631239317
JHSF3.SA,1.0405292628391476,3.153846247896877,1.4965837227899252,0.4434296257418589
JFEN3.SA,0.5744429834811113,0.45400601239323835,0.7608170693093459,0.9090075194395496
MRVE3.SA,0.9580835955239623,0.9334818583630022,0.7612834433236847,0.4811238503154446
PDGR3.SA,0.738123487932003,-0.06976748312273884,0.24514031079260537,0.8611912208888868
RDNI3.SA,0.4410764331634622,2.139535124417532,1.250693891771051,0.5096913886162864
RSID3.SA,0.8249822982430303,0.7735124190909823,0.7491471719912095,0.6322228154033538
TCSA3.SA,1.02278054726272,0.33333336151519877,0.4161214309362499,0.5307078584094331
TEND3.SA,0.842499602834487,1.0926464761225212,0.7808502942105019,0.3356017381901461
TRIS3.SA,0.7315907038318353,3.1353383359805296,1.4581184845660615,0.35571220391179126
VIVR3.SA,0.7676189169552926,-0.13333332518226937,0.44434820870030856,1.2059979936965568
CEDO3.SA,0.06032423278537294,0.32352937464070664,0.7899633784510977,1.1773461722304925
CTNM3.SA,0.37504073269381666,0.44508676893142995,0.49559673499198004,0.5244042383597669
DOHL3.SA,0.11983011762099573,0.34228187060335724,0.3121443536780964,0.23027122004037795
ECPR3.SA,-0.13667614035999376,-0.0886188149045477,-0.03784282776144914,0.32508925011475964
CTKA3.SA,0.16819265814656473,1.6155419859029765,1.6730348715441605,1.3488785566727854
PTNT3.SA,-0.055039906463498,0.1428571428571428,0.14070196855092884,0.141387500596487
CTSA3.SA,0.19033140160946008,0.33333326496958215,0.43319673651629953,0.568329556602837
SGPS3.SA,0.8907071039545706,1.0131387085899104,0.8286012424905199,0.5433762218064436
TEKA3.SA,0.8354303784245907,0.014823164650067389,0.8647673494315626,1.49795921924483
TXRX3.SA,-0.14450921674231784,0.05454547556307143,0.19957713142616604,0.5523632225109427
HGTX3.SA,0.8261749300236746,0.2261538138756407,0.2560948782592324,0.33660440337458725
ALPA3.SA,0.29790275378835573,1.0592308044433598,0.7648303488586001,0.3340364360362942
GRND3.SA,0.6545684576287023,0.6291138898980606,0.5142519814809505,0.26567214876996653
VULC3.SA,0.7866391513405722,0.38520802591172765,0.3682161291944694,0.3133236881577835
MNDL3.SA,0.08017152744765017,0.37037037037036935,0.36015848946041973,0.32111747470246854
TECN3.SA,1.0045763341086378,0.3766234396226107,0.4726376606937297,0.5776069696369573
WHRL3.SA,0.6337729863083109,1.2296983258147538,0.9211111686066823,0.5224707139335035
UCAS3.SA,0.9275408382707717,0.9999999999999996,0.8196038720641632,0.532822032623451
MYPK3.SA,0.6886306891188121,0.05173951130529808,0.08320383231974092,0.2600396404220677
LEVE3.SA,0.45782811252478955,0.15239596259378985,0.16945923279235614,0.2457285394973369
PLAS3.SA,0.3884860724063004,-0.012000020345050544,0.2738768450219053,0.7757111193843194
HOOT3.SA,0.0,0.0,0.0,0.0
BKBR3.SA,0.5014835999703079,-0.08204586456951168,-0.03386999997699538,0.31697254165931393
MEAL3.SA,0.330492700602375,0.3384615091177128,0.3285374491897602,0.2936694589723854
BMKS3.SA,0.30931661766197766,-0.06206896551724139,0.01742208672000493,0.4029549382398543
AHEB3.SA,-0.29512512129074026,-0.6001339932229506,-0.3430882501357938,0.9975661104155067
SHOW3.SA,0.39581388568284426,-0.14446005515795346,-0.09374230560122677,0.34759140845501013
CVCB3.SA,0.9883688196698776,-0.25478991340188406,-0.21458507514018665,0.3822754600991252
ANIM3.SA,0.7271300833570477,0.9540846489716608,0.7167053334811031,0.3452455874536234
BAHI3.SA,0.2542606759288476,-0.16881077415206447,-0.06532807372050915,0.48907604205601785
COGN3.SA,1.200183363403267,0.3698629779067637,0.39827245995854577,0.42378990344026407
SEER3.SA,0.8403686169909592,0.7535211005328428,0.6352042937937734,0.41039517376005463
YDUQ3.SA,1.0608751801902594,0.9398977023683979,0.7360359117815454,0.41605248773981474
RENT3.SA,1.0491150795536082,0.8321209710690367,0.6402518695777434,0.30407826093314005
LCAM3.SA,0.7293195276806388,1.065453264535575,0.7560066908290972,0.2972813567553167
MOVI3.SA,1.0766372737063707,1.5522675672019868,0.9869942138396105,0.3662092151197541
SMLS3.SA,0.5683636244360433,-0.13193835852741953,-0.06954681582570553,0.3777023007790304
ARZZ3.SA,0.5743726379574844,0.19276645913823032,0.20775239075652052,0.2651023476503844
CGRA3.SA,0.37540673682976405,0.19097365802522814,0.2307830857269635,0.34564612311874715
GUAR3.SA,0.6713253296009531,0.2351219363328878,0.253115103171378,0.3039748202150426
LLIS3.SA,0.5518675282557827,-0.3974122108392415,-0.4262302021621551,0.3742091467603429
AMAR3.SA,0.9147209345231307,1.768462924532575,1.1114180991953473,0.4743980170119401
